,val,test,id_val,id_test
acc_avg,0.4979613721370697,0.6405085325241089,0.7443259358406067,0.6492518782615662
recall-macro_all,0.23678679660138058,0.18714582117318623,0.3522412858174032,0.34085192210830073
F1-macro_all,0.24265710582219757,0.1928053176878471,0.36751773149415035,0.3513293351182877
