,val,test,id_val,id_test
acc_avg,0.4980950355529785,0.6893038153648376,0.7437790632247925,0.6976943612098694
recall-macro_all,0.3288442202202679,0.26980252541647337,0.38568141902745956,0.40268629064404
F1-macro_all,0.3120641881564761,0.2571402997997027,0.37397589767270695,0.3913151469653062
