,val,test,id_val,id_test
acc_avg,0.46895259618759155,0.640461802482605,0.7426852583885193,0.6559970378875732
recall-macro_all,0.2552486749789583,0.22264065790272625,0.3979064236501697,0.35680953699706913
F1-macro_all,0.24627050042213114,0.21891704196470899,0.38959847037951406,0.3621249810412151
