,val,test,id_val,id_test
acc_avg,0.4330592751502991,0.6391764879226685,0.6982499361038208,0.5820456147193909
recall-macro_all,0.23700923845014998,0.19383881751346985,0.280230694028146,0.28622248201102823
F1-macro_all,0.23376025503847075,0.17504606424609784,0.2872074222238908,0.27099226858065656
