,val,test,id_val,id_test
acc_avg,0.4258405268192291,0.6411395072937012,0.6759638786315918,0.5903850793838501
recall-macro_all,0.18909626657178885,0.1798006474604091,0.3059876880341908,0.29806334744716356
F1-macro_all,0.18650631326098321,0.1841790501242715,0.32147066993919765,0.2939168302786281
