,val,test,id_val,id_test
acc_avg,0.47563666105270386,0.6467481255531311,0.7417281866073608,0.6546480059623718
recall-macro_all,0.24954930041825832,0.23021463071317727,0.390215132544041,0.3575480625893537
F1-macro_all,0.23729917671568682,0.22736511874889084,0.3774394268301008,0.3598648523975209
