,val,test,id_val,id_test
acc_avg,0.46701422333717346,0.6476128101348877,0.7394039034843445,0.6438557505607605
recall-macro_all,0.23930440544116355,0.22286037618970914,0.38638955384258333,0.3608082138558501
F1-macro_all,0.2322597354441423,0.21844575095349314,0.37225532305476666,0.3660432420999944
