,val,test,id_val,id_test
acc_avg,0.4168838858604431,0.6231450438499451,0.716160774230957,0.6196958422660828
recall-macro_all,0.24808175527609228,0.21099182041996953,0.38190730213796004,0.3528221175614098
F1-macro_all,0.23503960925632758,0.20465183770575626,0.3655316049346727,0.3513447046597
