,val,test,id_val,id_test
acc_avg,0.44763049483299255,0.6207613945007324,0.7331146001815796,0.6373559236526489
recall-macro_all,0.24417917075157622,0.21935635447537513,0.3924326027798184,0.36169151627458873
F1-macro_all,0.22789767629176103,0.21323030565442938,0.3783952627929291,0.36051915457758554
