,val,test,id_val,id_test
acc_avg,0.4805160164833069,0.5484797954559326,0.7538966536521912,0.6813833713531494
recall-macro_all,0.2175354867385409,0.19546904847515797,0.3712687834901151,0.3747000024920478
F1-macro_all,0.20375313370534565,0.1709100279854733,0.3671905956296356,0.38200549070065354
