,val,test,id_val,id_test
acc_avg,0.3436936140060425,0.4854992926120758,0.6715887188911438,0.5950453877449036
recall-macro_all,0.13879863917109933,0.11855417544511966,0.2780207610766887,0.2991390620382145
F1-macro_all,0.12756012040914855,0.12604094840668106,0.27048294199870176,0.2958543670838686
