,val,test,id_val,id_test
acc_avg,0.2995789051055908,0.4486457407474518,0.64588463306427,0.5172921419143677
recall-macro_all,0.06128523571231645,0.05208896346946592,0.16203340848897294,0.1535049354583089
F1-macro_all,0.050395814534194706,0.047025134116342814,0.15021843391597706,0.1456206338482507
