,val,test,id_val,id_test
acc_avg,0.40291425585746765,0.6033044457435608,0.6674870252609253,0.604120671749115
recall-macro_all,0.19762585960563075,0.15822385327746052,0.3197169048066133,0.3213489882344696
F1-macro_all,0.1908604171670013,0.15298142400365852,0.29736368441546046,0.3168893183688666
