,val,test,id_val,id_test
acc_avg,0.4888710677623749,0.673295795917511,0.744052529335022,0.659430980682373
recall-macro_all,0.22066585903995184,0.18785420913167325,0.3257932921322311,0.34817648869774026
F1-macro_all,0.22220551197506258,0.19038829178017713,0.3224183065633794,0.34918680812639363
