,val,test,id_val,id_test
acc_avg,0.5013702511787415,0.6761234998703003,0.7622368335723877,0.7014961838722229
recall-macro_all,0.3232405958962553,0.26514251792027577,0.41252169480189854,0.40380622228893537
F1-macro_all,0.32411547533836904,0.2585600160391788,0.4151971087986951,0.4130862516538509
