,val,test,id_val,id_test
acc_avg,0.4958893060684204,0.6779229044914246,0.7638775110244751,0.6987981200218201
recall-macro_all,0.3181892162237483,0.24910665205001709,0.39380061888042894,0.40484834236355216
F1-macro_all,0.32217942434053415,0.24488920839305547,0.39463678774738686,0.40956363984323263
