,val,test,id_val,id_test
acc_avg,0.27872467041015625,0.3531116247177124,0.5678151249885559,0.46394407749176025
recall-macro_all,0.07506088799697956,0.05233555125559344,0.15769708333596846,0.18460890076676342
F1-macro_all,0.06651599319138393,0.05124434801253678,0.15304035422672485,0.16852983843416272
