,val,test,id_val,id_test
acc_avg,0.4683510363101959,0.6375640034675598,0.7415914535522461,0.6535442471504211
recall-macro_all,0.25182662903286185,0.2221351739566466,0.39768589150124073,0.3554144028811675
F1-macro_all,0.24473853556764746,0.21728075579572603,0.3879145215398914,0.35960008263810594
