,val,test,id_val,id_test
acc_avg,0.4684178829193115,0.6376574635505676,0.7415914535522461,0.6535442471504211
recall-macro_all,0.2518614578246683,0.22212054322426403,0.39755866503813636,0.35521947110728835
F1-macro_all,0.24478749378936404,0.21742153900284933,0.38873222240848826,0.35942649194959336
